File	Total Reads	Aligned Reads	Unaligned Reads	Ambiguously Aligned Reads	No Genomic Sequence	Duplicate Reads (removed)	Unique Reads (remaining)	Total Cs	Methylated CpGs	Unmethylated CpGs	Methylated chgs	Unmethylated chgs	Methylated CHHs	Unmethylated CHHs
SRR3670520_GSM2200814_Morular_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	21610545	4689987	15271522	1649036	0	1471186	3218801	93382143	1968976	3076463	1619475	20373035	4665916	61678278
SRR3670521_GSM2200815_Morular_embryo2_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18561301	4975855	12091341	1494101	4	1319090	3656765	106452344	1999451	3723257	1741211	23502715	4977836	70507874
SRR3670521_GSM2200815_Morular_embryo2_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18368085	4208349	12588003	1571732	1	1092075	3116274	89422056	1679319	3112045	1504706	19608728	4432633	59084625
SRR3670522_GSM2200816_Morular_embryo2_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16917106	2282697	14102703	531705	1	365643	1917054	55469256	1063831	2119615	753947	12699667	2158509	36673687
SRR3670522_GSM2200816_Morular_embryo2_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15891807	4062945	10228016	1600845	1	461250	3601695	64238001	1224448	2443822	913088	14507917	2799493	42349233
SRR3670523_GSM2200817_Morular_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17007896	3435530	12551874	1020490	2	671705	2763825	83992799	1336867	3292969	957366	18959167	2722964	56723466
SRR3670523_GSM2200817_Morular_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16731401	2492213	13067878	1171310	0	409267	2082946	61741770	974964	2369977	709092	13635400	2110105	41942232
SRR3670524_GSM2200818_Morular_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17006592	4205614	11630392	1170586	0	1021010	3184604	96212077	1651553	3740234	1171426	21765367	3290559	64592938
SRR3670524_GSM2200818_Morular_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16720501	3027016	12402332	1291151	2	623472	2403544	70912820	1215769	2692801	885913	15698802	2621808	47797727
SRR3670525_GSM2200819_ICM_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20390437	6435594	12910581	1044261	1	2780388	3655206	106282855	1497713	4023651	1104167	23915254	3157749	72584321
SRR3670525_GSM2200819_ICM_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20118310	5198211	13860787	1059312	0	2235211	2963000	83195315	1185811	3138997	938763	18624006	2809559	56498179
SRR3670525_ICM_single_cell_1_1_trimmed_GRCm38_bismark_bt2.bam	20390437	6436016	12910377	1044043	1	2780580	3655436	106291924	1497711	4023551	1104177	23917135	3158603	72590747
SRR3670525_ICM_single_cell_1_2_trimmed_GRCm38_bismark_bt2.bam	20118310	5198526	13860282	1059502	0	2235451	2963075	83204326	1185587	3138886	938795	18623671	2809877	56507510
SRR3670526_GSM2200820_ICM_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17045605	4279238	11704658	1061709	0	1345639	2933599	84621968	1183640	3108014	967818	18901351	2744706	57716439
SRR3670526_GSM2200820_ICM_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16738407	3380222	12315715	1042467	3	1010660	2369562	65717886	924952	2381679	806587	14524485	2381468	44698715
SRR3670526_ICM_single_cell_2_1_trimmed_GRCm38_bismark_bt2.bam	17045605	4279074	11704625	1061906	0	1345608	2933466	84609701	1183709	3107839	967851	18902058	2746613	57701631
SRR3670526_ICM_single_cell_2_2_trimmed_GRCm38_bismark_bt2.bam	16738407	3380172	12315744	1042488	3	1010709	2369463	65718365	925182	2381512	806474	14522817	2382123	44700257
SRR3670527_GSM2200821_ICM_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18995376	4798734	13061944	1134698	0	2399869	2398865	68065739	1011217	2437211	906902	15008379	2641962	46060068
SRR3670527_GSM2200821_ICM_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18725563	3917777	13656664	1151122	0	1969941	1947836	53338040	808927	1921888	753072	11758237	2303263	35792653
SRR3670527_ICM_single_cell_3_1_trimmed_GRCm38_bismark_bt2.bam	18995376	4798915	13062094	1134367	0	2399969	2398946	68054777	1011130	2437116	906979	15009939	2639356	46050257
SRR3670527_ICM_single_cell_3_2_trimmed_GRCm38_bismark_bt2.bam	18725563	3917537	13656708	1151318	0	1969585	1947952	53340425	808746	1922297	753233	11758760	2305191	35792198
SRR3670528_GSM2200822_ICM_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17122014	4927336	11297824	896853	1	1259787	3667549	106800665	1324006	4109670	1078965	24178625	3010789	73098610
SRR3670528_GSM2200822_ICM_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16994279	4182679	11899427	912173	0	1069616	3113063	89116077	1108667	3394473	942732	19989530	2750152	60930523
SRR3670528_ICM_single_cell_4_1_trimmed_GRCm38_bismark_bt2.bam	17122014	4927145	11297910	896958	1	1259867	3667278	106787591	1324198	4109452	1078963	24177565	3009644	73087769
SRR3670528_ICM_single_cell_4_2_trimmed_GRCm38_bismark_bt2.bam	16994279	4182961	11899264	912054	0	1069745	3113216	89117307	1108815	3394539	942748	19991184	2749819	60930202
SRR3670529_GSM2200823_ICM_single_cell_5_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20907102	7619610	12062124	1225368	0	1699004	5920606	172164748	2818006	6237888	2989294	38106249	8458794	113554517
SRR3670529_GSM2200823_ICM_single_cell_5_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20741095	6448909	13079701	1212485	0	1414466	5034443	143831019	2356128	5163428	2560569	31513842	7465785	94771267
SRR3670529_ICM_single_cell_5_1_trimmed_GRCm38_bismark_bt2.bam	20907102	7618958	12062174	1225970	0	1698879	5920079	172146953	2817695	6237091	2989011	38102811	8454893	113545452
SRR3670529_ICM_single_cell_5_2_trimmed_GRCm38_bismark_bt2.bam	20741095	6448783	13079904	1212408	0	1414228	5034555	143840872	2356878	5163653	2560391	31513821	7469659	94776470
SRR3670530_GSM2200824_ICM_single_cell_6_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17511601	4604591	12026228	880781	1	1055125	3549466	102861079	1399758	3846258	1901039	22342330	5482042	67889652
SRR3670530_GSM2200824_ICM_single_cell_6_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17353104	3850345	12618354	884405	0	861361	2988984	84817366	1157134	3135017	1593985	18234662	4757966	55938602
SRR3670530_ICM_single_cell_6_1_trimmed_GRCm38_bismark_bt2.bam	17511601	4604727	12026223	880650	1	1055186	3549541	102862160	1399708	3846533	1901138	22342666	5480650	67891465
SRR3670530_ICM_single_cell_6_2_trimmed_GRCm38_bismark_bt2.bam	17353104	3850561	12618158	884385	0	861641	2988920	84807425	1156971	3134916	1593912	18234441	4753760	55933425
SRR3670531_GSM2200825_ICM_single_cell_7_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15721445	3331630	11702286	687529	0	1154455	2177175	64554091	832969	2766302	812360	14589712	2263506	43289242
SRR3670531_GSM2200825_ICM_single_cell_7_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15601873	2854368	12025410	722094	1	993924	1860444	54454955	718472	2321818	740688	12199190	2105851	36368936
SRR3670531_ICM_single_cell_7_1_trimmed_GRCm38_bismark_bt2.bam	15721445	3331642	11702127	687676	0	1154430	2177212	64560159	832958	2766051	812428	14589334	2263422	43295966
SRR3670531_ICM_single_cell_7_2_trimmed_GRCm38_bismark_bt2.bam	15601873	2854710	12025329	721833	1	994090	1860620	54459046	718602	2322337	740597	12200584	2104061	36372865
SRR3670532_GSM2200826_ICM_single_cell_8_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15760662	3232243	11853582	674837	0	788995	2443248	69717607	1012572	2631145	1155145	15358223	3288811	46271711
SRR3670532_GSM2200826_ICM_single_cell_8_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15623234	2740434	12200475	682325	0	662902	2077532	58626556	858431	2179308	1028221	12738087	2986169	38836340
SRR3670532_ICM_single_cell_8_1_trimmed_GRCm38_bismark_bt2.bam	15760662	3232059	11853616	674987	0	788591	2443468	69723919	1012717	2631509	1155225	15358865	3290449	46275154
SRR3670532_ICM_single_cell_8_2_trimmed_GRCm38_bismark_bt2.bam	15623234	2740224	12200166	682844	0	662864	2077360	58621882	858123	2179327	1028198	12737679	2986601	38831954
SRR3670533_GSM2200827_ICM_single_cell_9_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17221743	2816588	13721677	683478	0	768909	2047679	58667626	959032	2093923	980419	12857700	2753635	39022917
SRR3670533_GSM2200827_ICM_single_cell_9_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17062774	2390341	13964908	707525	0	644865	1745476	49395499	811598	1740414	872118	10684807	2527758	32758804
SRR3670533_ICM_single_cell_9_1_trimmed_GRCm38_bismark_bt2.bam	17221743	2817101	13721221	683421	0	769051	2048050	58683296	959223	2094088	980634	12858704	2755108	39035539
SRR3670533_ICM_single_cell_9_2_trimmed_GRCm38_bismark_bt2.bam	17062774	2390892	13964393	707489	0	644853	1746039	49418483	811978	1740804	872510	10687160	2528910	32777121
SRR3670534_GSM2200828_ICM_single_cell_10_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15920667	3696364	11444779	779523	1	968443	2727921	77899898	1001622	3090699	982724	17545964	2738583	52540306
SRR3670534_GSM2200828_ICM_single_cell_10_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15773726	3106593	11873438	793695	0	803406	2303187	64971690	849006	2541008	894263	14435363	2543564	43708486
SRR3670534_ICM_single_cell_10_1_trimmed_GRCm38_bismark_bt2.bam	15920667	3696477	11444662	779527	1	968481	2727996	77911041	1001627	3090479	982833	17546476	2738641	52550985
SRR3670534_ICM_single_cell_10_2_trimmed_GRCm38_bismark_bt2.bam	15773726	3107093	11873131	793502	0	803512	2303581	64992743	848821	2541424	894275	14435356	2545756	43727111
SRR3670535_GSM2200829_ICM_single_cell_11_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16829996	3914905	12118560	796531	0	951168	2963737	84354656	1122931	3385900	992509	19140988	2801964	56910364
SRR3670535_GSM2200829_ICM_single_cell_11_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16680770	3323112	12557923	799735	0	802581	2520531	71116562	958342	2818503	916826	15923018	2633383	47866490
SRR3670535_ICM_single_cell_11_1_trimmed_GRCm38_bismark_bt2.bam	16829996	3914595	12118578	796823	0	951001	2963594	84345359	1122687	3385832	992482	19139994	2803218	56901146
SRR3670535_ICM_single_cell_11_2_trimmed_GRCm38_bismark_bt2.bam	16680770	3322977	12558087	799706	0	802599	2520378	71111897	958310	2818275	916837	15922336	2634844	47861295
SRR3670536_GSM2200830_ICM_single_cell_12_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16760634	4024852	11979925	755856	1	821278	3203574	91093546	1287594	3506996	1177617	20575113	3242517	61303709
SRR3670536_GSM2200830_ICM_single_cell_12_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16629448	3449607	12429695	750146	0	698314	2751293	77571081	1106547	2941046	1086792	17284103	3045863	52106730
SRR3670536_ICM_single_cell_12_1_trimmed_GRCm38_bismark_bt2.bam	16760634	4024638	11980250	755745	1	821212	3203426	91091097	1287282	3506689	1177651	20571970	3242614	61304891
SRR3670536_ICM_single_cell_12_2_trimmed_GRCm38_bismark_bt2.bam	16629448	3449392	12429949	750107	0	698120	2751272	77567545	1106470	2940931	1086472	17283759	3045057	52104856
SRR3670537_GSM2200831_TE_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15790138	2366363	12942954	480821	0	687141	1679222	49851178	564081	2323799	448998	11578128	1277295	33658877
SRR3670537_GSM2200831_TE_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15663856	2024609	13132862	506385	0	580223	1444386	42070794	479058	1958214	402405	9698109	1205829	28327179
SRR3670537_TE_single_cell_1_1_trimmed_GRCm38_bismark_bt2.bam	15790138	2366072	12943074	480992	0	686862	1679210	49850537	564088	2323986	449032	11576932	1274745	33661754
SRR3670537_TE_single_cell_1_2_trimmed_GRCm38_bismark_bt2.bam	15663856	2024736	13132706	506414	0	580179	1444557	42075040	479106	1958012	402471	9699200	1203754	28332497
SRR3670538_GSM2200832_TE_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19032635	3066411	15256033	710191	0	1028381	2038030	60958723	605835	2824659	480413	14142117	1398017	41507682
SRR3670538_GSM2200832_TE_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18869658	2604998	15504011	760649	0	852723	1752275	51353651	514242	2376215	434950	11843230	1329986	34855028
SRR3670538_TE_single_cell_2_1_trimmed_GRCm38_bismark_bt2.bam	19032635	3066370	15256054	710211	0	1028479	2037891	60947274	605678	2824914	480374	14141714	1394285	41500309
SRR3670538_TE_single_cell_2_2_trimmed_GRCm38_bismark_bt2.bam	18869658	2605252	15503829	760577	0	852825	1752427	51356512	514343	2376802	435057	11844016	1329675	34856619
SRR3670539_GSM2200833_TE_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16701532	3131265	12588634	981633	0	1221885	1909380	56307322	793273	2279903	752130	12518671	2109478	37853867
SRR3670539_GSM2200833_TE_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16574719	2676529	12865505	1032685	0	1052982	1623547	47156646	677923	1909930	678055	10410992	1946895	31532851
SRR3670539_TE_single_cell_3_1_trimmed_GRCm38_bismark_bt2.bam	16701532	3131152	12588875	981505	0	1221818	1909334	56308518	793274	2279829	752168	12519007	2105813	37858427
SRR3670539_TE_single_cell_3_2_trimmed_GRCm38_bismark_bt2.bam	16574719	2676398	12865481	1032840	0	1052963	1623435	47154673	677593	1909977	678041	10410755	1946638	31531669
SRR3670540_GSM2200834_TE_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19808306	4184568	14238949	1384789	0	1290986	2893582	84408407	942673	3335868	1207361	18411865	3418854	57091786
SRR3670540_GSM2200834_TE_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19615980	3603842	14526525	1485611	2	1110401	2493441	71814498	803378	2816559	1049138	15566479	3052896	48526048
SRR3670540_TE_single_cell_4_1_trimmed_GRCm38_bismark_bt2.bam	19808306	4184162	14239032	1385112	0	1290472	2893690	84410867	942480	3336206	1207400	18411620	3422400	57090761
SRR3670540_TE_single_cell_4_2_trimmed_GRCm38_bismark_bt2.bam	19615980	3603660	14526451	1485867	2	1110274	2493386	71808398	803342	2816297	1048859	15565571	3048596	48525733
SRR3670541_GSM2200835_TE_single_cell_5_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18092636	2644301	14828635	619700	0	591428	2052873	60177235	903921	2622189	1186388	13381417	3423017	38660303
SRR3670541_GSM2200835_TE_single_cell_5_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17082289	4303209	11115799	1663281	0	741321	3561888	67971444	1020617	2961679	1386582	14982584	4210542	43409440
SRR3670541_TE_single_cell_5_1_trimmed_GRCm38_bismark_bt2.bam	18092636	2644577	14828541	619518	0	591480	2053097	60181421	904082	2622394	1186818	13382250	3420788	38665089
SRR3670541_TE_single_cell_5_2_trimmed_GRCm38_bismark_bt2.bam	17082289	4303276	11115697	1663316	0	741446	3561830	67968416	1020512	2961544	1386512	14982786	4209242	43407820
SRR3670542_GSM2200836_TE_single_cell_6_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17848839	1800787	15457394	590658	0	445644	1355143	39334700	523386	1728863	519596	8920625	1536882	26105348
SRR3670542_GSM2200836_TE_single_cell_6_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16774301	2980208	12219819	1574274	0	582390	2397818	44451519	593704	1952985	617010	10002599	1947593	29337628
SRR3670542_TE_single_cell_6_1_trimmed_GRCm38_bismark_bt2.bam	17848839	1800638	15457526	590675	0	445522	1355116	39330033	523436	1728713	519479	8920714	1535451	26102240
SRR3670542_TE_single_cell_6_2_trimmed_GRCm38_bismark_bt2.bam	16774301	2980017	12220018	1574266	0	582235	2397782	44449744	593711	1953078	617132	10002603	1951179	29332041
SRR3670543_GSM2200837_TE_single_cell_7_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15905295	3017233	11741908	1146153	1	653613	2363620	72070937	802771	3472386	593033	16543861	1889974	48768912
SRR3670543_GSM2200837_TE_single_cell_7_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15646073	2204671	12129943	1311459	0	402274	1802397	53479470	595116	2524471	460154	11992418	1570591	36336720
SRR3670543_TE_single_cell_7_1_trimmed_GRCm38_bismark_bt2.bam	15905295	3017121	11741679	1146494	1	653738	2363383	72057550	802787	3472337	593211	16543300	1885137	48760778
SRR3670543_TE_single_cell_7_2_trimmed_GRCm38_bismark_bt2.bam	15646073	2204795	12129913	1311365	0	402286	1802509	53483249	595012	2524583	460217	11991991	1572740	36338706
SRR3670544_GSM2200838_TE_single_cell_8_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16368663	3423602	11807377	1137684	0	689327	2734275	82751947	1031676	3672872	528082	18962051	1672262	56885004
SRR3670544_GSM2200838_TE_single_cell_8_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15976477	2440506	12211497	1324474	0	412110	2028396	59789649	738617	2600245	395191	13353102	1373796	41328698
SRR3670544_TE_single_cell_8_1_trimmed_GRCm38_bismark_bt2.bam	16368663	3423288	11807511	1137864	0	689330	2733958	82737762	1031611	3673102	528024	18961819	1675949	56867257
SRR3670544_TE_single_cell_8_2_trimmed_GRCm38_bismark_bt2.bam	15976477	2440616	12211552	1324309	0	412202	2028414	59789524	738293	2600145	395112	13352836	1372539	41330599
SRR3670545_GSM2200839_TE_single_cell_9_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15278658	3555109	10665455	1058094	0	843389	2711720	81755504	1057267	3582874	728823	18640456	2141937	55604147
SRR3670545_GSM2200839_TE_single_cell_9_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	14882750	2535624	11126066	1221060	0	509907	2025717	59305308	762004	2555223	537498	13250397	1717185	40483001
SRR3670545_TE_single_cell_9_1_trimmed_GRCm38_bismark_bt2.bam	15278658	3555166	10665330	1058162	0	843401	2711765	81758617	1056956	3582717	728973	18639810	2142496	55607665
SRR3670545_TE_single_cell_9_2_trimmed_GRCm38_bismark_bt2.bam	14882750	2535635	11126001	1221114	0	510040	2025595	59299763	761809	2554978	537608	13248646	1718754	40477968
SRR3670546_GSM2200840_TE_single_cell_10_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16370720	4262304	10929011	1179405	0	846025	3416279	102488881	944354	4955779	667665	23850673	2068978	70001432
SRR3670546_GSM2200840_TE_single_cell_10_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15933719	2987765	11691235	1254719	0	489746	2498019	72762006	670118	3437920	495880	16560662	1659295	49938131
SRR3670546_TE_single_cell_10_1_trimmed_GRCm38_bismark_bt2.bam	16370720	4262448	10928882	1179390	0	845898	3416550	102507663	944432	4956549	667789	23852105	2073013	70013775
SRR3670546_TE_single_cell_10_2_trimmed_GRCm38_bismark_bt2.bam	15933719	2987763	11691209	1254747	0	489711	2498052	72763183	670038	3438186	495913	16560005	1662421	49936620
SRR5417841_GSM2564167_1st-Pb_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	22678410	3659187	18385938	633285	0	1358772	2300415	64068339	1268910	2061101	1159927	13926375	3245994	42406032
SRR5417841_GSM2564167_1st-Pb_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	22383239	3552979	18179715	650545	0	1473892	2079087	57819492	1138263	1853007	1051261	12536261	3037431	38203269
SRR5417842_GSM2564168_1st-Pb_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18986844	2210020	16385571	391253	0	760530	1449490	40434851	763759	1347900	635585	8868093	1774579	27044935
SRR5417842_GSM2564168_1st-Pb_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18743708	2138493	16193509	411705	1	827915	1310578	36449332	685760	1211605	576309	7969081	1672007	24334570
SRR5417843_GSM2564169_1st-Pb_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20390945	2432705	17545740	412500	0	856754	1575951	44388161	838729	1500686	787894	9639763	2174668	29446421
SRR5417843_GSM2564169_1st-Pb_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20274007	2379926	17467247	426831	3	933863	1446063	40675735	765906	1367985	724456	8807745	2064746	26944897
SRR5417844_GSM2564170_1st-Pb_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16102568	2406704	13297061	398803	0	975349	1431355	39374116	720844	1284690	678475	8532677	1899462	26257968
SRR5417844_GSM2564170_1st-Pb_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15946375	2278826	13253450	414098	1	1056435	1222391	33659125	622271	1085255	588483	7228620	1726457	22408039
SRR5417845_GSM2564171_1st-Pb_single_cell_5_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	14364690	1659963	12309674	395053	0	626379	1033584	28367345	523984	923115	458819	6117590	1333080	19010757
SRR5417845_GSM2564171_1st-Pb_single_cell_5_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	14216443	1610229	12171943	434271	0	684576	925653	25411853	466658	818467	410999	5442377	1244904	17028448
SRR5417846_GSM2564172_1st-Pb_single_cell_6_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16221581	2088591	13670709	462279	2	784025	1304566	36046684	640968	1244113	524115	7888607	1501016	24247865
SRR5417846_GSM2564172_1st-Pb_single_cell_6_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16048952	2001649	13548168	499131	4	841292	1160357	32073307	572269	1091826	473276	6961027	1420395	21554514
SRR5417847_GSM2564173_1st-Pb_single_cell_7_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15870380	1771621	13771490	327268	1	498834	1272787	35883064	696554	1205971	606420	7880658	1661738	23831723
SRR5417847_GSM2564173_1st-Pb_single_cell_7_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15763497	1728208	13698771	336517	1	533879	1194329	33630948	647724	1122416	570824	7357225	1609374	22323385
SRR5417848_GSM2564174_1st-Pb_single_cell_8_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18607084	1652554	16610068	344462	0	497418	1155136	32621785	608979	1125323	533534	7131443	1505960	21716546
SRR5417848_GSM2564174_1st-Pb_single_cell_8_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18496028	1596433	16544828	354767	0	525061	1071372	30158375	557898	1033503	494478	6573278	1446152	20053066
SRR5417849_GSM2564175_1st-Pb_single_cell_9_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18753112	1538221	16823095	391794	2	474875	1063346	29625730	535096	1041554	460530	6504534	1318993	19765023
SRR5417849_GSM2564175_1st-Pb_single_cell_9_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18608507	1501293	16690736	416475	3	515240	986053	27430474	487913	963022	423740	6017855	1258838	18279106
SRR5417850_GSM2564176_1st-Pb_single_cell_10_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16933480	1789835	14767343	376302	0	623335	1166500	32617984	593882	1123941	528931	7111778	1492428	21767024
SRR5417850_GSM2564176_1st-Pb_single_cell_10_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16795155	1719164	14687212	388779	0	668428	1050736	29334539	533512	1008109	477485	6381743	1392774	19540916
SRR5417851_GSM2564177_1st-Pb_single_cell_11_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18438846	3020839	14730491	687514	2	2208818	812021	23864672	372877	768291	304877	4897318	931352	16589957
SRR5417851_GSM2564177_1st-Pb_single_cell_11_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18319792	2612683	15034835	672258	16	1982850	629833	18073229	294672	573516	247970	3704801	813541	12438729
SRR5417852_GSM2564178_2nd-Pb_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	26882295	1903293	23978283	1000719	0	452450	1450843	41281383	986569	1047140	1038004	8497919	2998380	26713371
SRR5417852_GSM2564178_2nd-Pb_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	26708345	1646224	23958164	1103957	0	392620	1253604	34647046	828020	876673	884261	7131485	2689909	22236698
SRR5417853_GSM2564179_2nd-Pb_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20324438	2605353	15721242	1997843	0	1337621	1267732	36402711	740723	987817	987277	7079004	2914393	23693497
SRR5417853_GSM2564179_2nd-Pb_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20117230	2136139	15836228	2144863	0	1081264	1054875	29244104	601296	800612	817554	5711254	2514772	18798616
SRR5417854_GSM2564180_2nd-Pb_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20076482	1858024	17446631	771827	0	605055	1252969	36234406	858023	973401	919607	7518282	2693960	23271133
